"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2018","2","A","골목상권","2110609","신정네거리역 2번","45","632","510","52","","","122","570","502","","","","","58","148755335"
"2018","1","A","골목상권","2110609","신정네거리역 2번","45","632","510","52","","","122","570","502","","","","","58","148755335"
"2018","4","A","골목상권","2110608","신월2동주민센터","160","2391","1374","144","4","","1377","1837","631","68","","","","57","110417678"
"2018","3","A","골목상권","2110608","신월2동주민센터","160","2391","1374","144","4","","1377","1837","631","68","","","","57","110417678"
"2018","2","A","골목상권","2110608","신월2동주민센터","160","2391","1374","144","4","","1377","1837","631","68","","","","57","110417678"
"2018","1","A","골목상권","2110608","신월2동주민센터","160","2391","1374","144","4","","1377","1837","631","68","","","","57","110417678"
"2018","4","A","골목상권","2110607","금빛새마을금고본점","28","358","174","2","8","","124","392","26","","","","","51","127271528"
"2018","3","A","골목상권","2110607","금빛새마을금고본점","28","358","174","2","8","","124","392","26","","","","","51","127271528"
"2018","2","A","골목상권","2110607","금빛새마을금고본점","28","358","174","2","8","","124","392","26","","","","","51","127271528"
"2018","1","A","골목상권","2110607","금빛새마을금고본점","28","358","174","2","8","","124","392","26","","","","","51","127271528"
"2018","4","A","골목상권","2110606","신한은행 신월동지점","110","1657","2263","82","","","373","2161","1456","12","","","","59","135621797"
"2018","3","A","골목상권","2110606","신한은행 신월동지점","110","1657","2263","82","","","373","2161","1456","12","","","","59","135621797"
"2018","2","A","골목상권","2110606","신한은행 신월동지점","110","1657","2263","82","","","373","2161","1456","12","","","","59","135621797"
"2018","1","A","골목상권","2110606","신한은행 신월동지점","110","1657","2263","82","","","373","2161","1456","12","","","","59","135621797"
"2018","4","A","골목상권","2110605","목동센트럴아이파크앞","13","54","340","68","8","","","324","144","2","","","","78","174812182"
"2018","3","A","골목상권","2110605","목동센트럴아이파크앞","13","54","340","68","8","","","324","144","2","","","","78","174812182"
"2018","2","A","골목상권","2110605","목동센트럴아이파크앞","13","54","340","68","8","","","324","144","2","","","","78","174812182"
"2018","1","A","골목상권","2110605","목동센트럴아이파크앞","13","54","340","68","8","","","324","144","2","","","","78","174812182"
"2018","4","A","골목상권","2110604","신월4동주민센터","87","1579","1646","10","","","448","1282","1337","168","","","","58","133203860"
"2018","3","A","골목상권","2110604","신월4동주민센터","87","1579","1646","10","","","448","1282","1337","168","","","","58","133203860"
"2018","2","A","골목상권","2110604","신월4동주민센터","87","1579","1646","10","","","448","1282","1337","168","","","","58","133203860"
"2018","1","A","골목상권","2110604","신월4동주민센터","87","1579","1646","10","","","448","1282","1337","168","","","","58","133203860"
"2018","4","A","골목상권","2110603","지향초등학교","10","162","","","","","150","12","","","","","","38","65187063"
"2018","3","A","골목상권","2110603","지향초등학교","10","162","","","","","150","12","","","","","","38","65187063"
"2018","2","A","골목상권","2110603","지향초등학교","10","162","","","","","150","12","","","","","","38","65187063"
"2018","1","A","골목상권","2110603","지향초등학교","10","162","","","","","150","12","","","","","","38","65187063"
"2018","4","A","골목상권","2110602","신월시영아파트중문","66","934","16","","","","932","18","","","","","","40","63764610"
"2018","3","A","골목상권","2110602","신월시영아파트중문","66","934","16","","","","932","18","","","","","","40","63764610"
"2018","2","A","골목상권","2110602","신월시영아파트중문","66","934","16","","","","932","18","","","","","","40","63764610"
"2018","1","A","골목상권","2110602","신월시영아파트중문","66","934","16","","","","932","18","","","","","","40","63764610"
"2018","4","A","골목상권","2110601","신월1동우편취급국","121","2019","733","4","6","","1177","1467","118","","","","","51","96604974"
"2018","3","A","골목상권","2110601","신월1동우편취급국","121","2019","733","4","6","","1177","1467","118","","","","","51","96604974"
"2018","2","A","골목상권","2110601","신월1동우편취급국","121","2019","733","4","6","","1177","1467","118","","","","","51","96604974"
"2018","1","A","골목상권","2110601","신월1동우편취급국","121","2019","733","4","6","","1177","1467","118","","","","","51","96604974"
"2018","4","A","골목상권","2110600","신월7동주민센터","244","3594","96","","","","3534","156","","","","","","41","65679610"
"2018","3","A","골목상권","2110600","신월7동주민센터","244","3594","96","","","","3534","156","","","","","","41","65679610"
"2018","2","A","골목상권","2110600","신월7동주민센터","244","3594","96","","","","3534","156","","","","","","41","65679610"
"2018","1","A","골목상권","2110600","신월7동주민센터","244","3594","96","","","","3534","156","","","","","","41","65679610"
"2018","4","A","골목상권","2110599","신월1파출소","53","1280","402","4","","","483","961","242","","","","","53","104195258"
"2018","3","A","골목상권","2110599","신월1파출소","53","1280","402","4","","","483","961","242","","","","","53","104195258"
"2018","2","A","골목상권","2110599","신월1파출소","53","1280","402","4","","","483","961","242","","","","","53","104195258"
"2018","1","A","골목상권","2110599","신월1파출소","53","1280","402","4","","","483","961","242","","","","","53","104195258"
"2018","4","A","골목상권","2110598","신월문화체육센터","148","2312","118","","","","2090","246","94","","","","","42","69698707"
"2018","3","A","골목상권","2110598","신월문화체육센터","148","2312","118","","","","2090","246","94","","","","","42","69698707"
"2018","2","A","골목상권","2110598","신월문화체육센터","148","2312","118","","","","2090","246","94","","","","","42","69698707"
"2018","1","A","골목상권","2110598","신월문화체육센터","148","2312","118","","","","2090","246","94","","","","","42","69698707"
"2018","4","A","골목상권","2110597","신월1동주민센터","92","1455","505","44","2","","820","1005","181","","","","","52","97465720"
"2018","3","A","골목상권","2110597","신월1동주민센터","92","1455","505","44","2","","820","1005","181","","","","","52","97465720"
"2018","2","A","골목상권","2110597","신월1동주민센터","92","1455","505","44","2","","820","1005","181","","","","","52","97465720"
"2018","1","A","골목상권","2110597","신월1동주민센터","92","1455","505","44","2","","820","1005","181","","","","","52","97465720"
"2018","4","A","골목상권","2110596","서서울호수공원","69","1109","283","1","","","478","755","160","","","","","49","103935180"
"2018","3","A","골목상권","2110596","서서울호수공원","69","1109","283","1","","","478","755","160","","","","","49","103935180"
"2018","2","A","골목상권","2110596","서서울호수공원","69","1109","283","1","","","478","755","160","","","","","49","103935180"
"2018","1","A","골목상권","2110596","서서울호수공원","69","1109","283","1","","","478","755","160","","","","","49","103935180"
"2018","4","A","골목상권","2110595","메디힐병원","122","1545","771","","","","1018","930","368","","","","","54","104857861"
"2018","3","A","골목상권","2110595","메디힐병원","122","1545","771","","","","1018","930","368","","","","","54","104857861"
"2018","2","A","골목상권","2110595","메디힐병원","122","1545","771","","","","1018","930","368","","","","","54","104857861"
"2018","1","A","골목상권","2110595","메디힐병원","122","1545","771","","","","1018","930","368","","","","","54","104857861"
"2018","4","A","골목상권","2110594","신월중학교","66","725","1076","48","","1","353","764","730","3","","","","61","127192994"
"2018","3","A","골목상권","2110594","신월중학교","66","725","1076","48","","1","353","764","730","3","","","","61","127192994"
"2018","2","A","골목상권","2110594","신월중학교","66","725","1076","48","","1","353","764","730","3","","","","61","127192994"
"2018","1","A","골목상권","2110594","신월중학교","66","725","1076","48","","1","353","764","730","3","","","","61","127192994"
"2018","4","A","골목상권","2110593","신월3동주민센터","36","453","163","20","","","372","248","16","","","","","49","92374969"
"2018","3","A","골목상권","2110593","신월3동주민센터","36","453","163","20","","","372","248","16","","","","","49","92374969"
"2018","2","A","골목상권","2110593","신월3동주민센터","36","453","163","20","","","372","248","16","","","","","49","92374969"
"2018","1","A","골목상권","2110593","신월3동주민센터","36","453","163","20","","","372","248","16","","","","","49","92374969"
"2018","4","A","골목상권","2110592","서울금융고등학교","67","1080","88","","","","1022","146","","","","","","40","67161284"
"2018","3","A","골목상권","2110592","서울금융고등학교","67","1080","88","","","","1022","146","","","","","","40","67161284"
"2018","2","A","골목상권","2110592","서울금융고등학교","67","1080","88","","","","1022","146","","","","","","40","67161284"
"2018","1","A","골목상권","2110592","서울금융고등학교","67","1080","88","","","","1022","146","","","","","","40","67161284"
"2018","4","A","골목상권","2110591","충정로역 6번","82","818","120","24","12","4","150","712","104","12","","","","57","142466442"
"2018","3","A","골목상권","2110591","충정로역 6번","82","818","120","24","12","4","150","712","104","12","","","","57","142466442"
"2018","2","A","골목상권","2110591","충정로역 6번","82","818","120","24","12","4","150","712","104","12","","","","57","142466442"
"2018","1","A","골목상권","2110591","충정로역 6번","82","818","120","24","12","4","150","712","104","12","","","","57","142466442"
"2018","4","A","골목상권","2110590","만리재","4","25","30","10","6","","","29","22","14","6","","","73","209203571"
"2018","3","A","골목상권","2110590","만리재","4","25","30","10","6","","","29","22","14","6","","","73","209203571"
"2018","2","A","골목상권","2110590","만리재","4","25","30","10","6","","","29","22","14","6","","","73","209203571"
"2018","1","A","골목상권","2110590","만리재","4","25","30","10","6","","","29","22","14","6","","","73","209203571"
"2018","4","A","골목상권","2110589","애오개역 3번","63","748","98","4","","","404","412","34","","","","","48","109904703"
"2018","3","A","골목상권","2110589","애오개역 3번","63","748","98","4","","","404","412","34","","","","","48","109904703"
"2018","2","A","골목상권","2110589","애오개역 3번","63","748","98","4","","","404","412","34","","","","","48","109904703"
"2018","1","A","골목상권","2110589","애오개역 3번","63","748","98","4","","","404","412","34","","","","","48","109904703"
"2018","4","A","골목상권","2110588","한겨레신문사","12","100","65","","","","15","105","45","","","","","60","178030793"
"2018","3","A","골목상권","2110588","한겨레신문사","12","100","65","","","","15","105","45","","","","","60","178030793"
"2018","2","A","골목상권","2110588","한겨레신문사","12","100","65","","","","15","105","45","","","","","60","178030793"
"2018","1","A","골목상권","2110588","한겨레신문사","12","100","65","","","","15","105","45","","","","","60","178030793"
"2018","4","A","골목상권","2110587","공덕동주민센터","24","270","154","8","","","14","165","245","8","","","","58","207678847"
"2018","3","A","골목상권","2110587","공덕동주민센터","24","270","154","8","","","14","165","245","8","","","","58","207678847"
"2018","2","A","골목상권","2110587","공덕동주민센터","24","270","154","8","","","14","165","245","8","","","","58","207678847"
"2018","1","A","골목상권","2110587","공덕동주민센터","24","270","154","8","","","14","165","245","8","","","","58","207678847"
"2018","4","A","골목상권","2110586","서울서부지방법원","35","426","118","14","","","50","173","279","52","4","","","58","224662703"
"2018","3","A","골목상권","2110586","서울서부지방법원","35","426","118","14","","","50","173","279","52","4","","","58","224662703"
"2018","2","A","골목상권","2110586","서울서부지방법원","35","426","118","14","","","50","173","279","52","4","","","58","224662703"
"2018","1","A","골목상권","2110586","서울서부지방법원","35","426","118","14","","","50","173","279","52","4","","","58","224662703"
"2018","4","A","골목상권","2110585","마포경찰서","3","276","","","","","","","","","276","","","60","465217391"
"2018","3","A","골목상권","2110585","마포경찰서","3","276","","","","","","","","","276","","","60","465217391"
"2018","2","A","골목상권","2110585","마포경찰서","3","276","","","","","","","","","276","","","60","465217391"
"2018","1","A","골목상권","2110585","마포경찰서","3","276","","","","","","","","","276","","","60","465217391"
"2018","4","A","골목상권","2110584","아현역 4번","1","4","2","","","","","4","2","","","","","63","188000000"
"2018","3","A","골목상권","2110584","아현역 4번","1","4","2","","","","","4","2","","","","","63","188000000"
"2018","2","A","골목상권","2110584","아현역 4번","1","4","2","","","","","4","2","","","","","63","188000000"
"2018","1","A","골목상권","2110584","아현역 4번","1","4","2","","","","","4","2","","","","","63","188000000"
"2018","4","A","골목상권","2110583","공덕래미안3차아파트","2","48","4","","","","28","20","4","","","","","29","104116071"
"2018","3","A","골목상권","2110583","공덕래미안3차아파트","2","48","4","","","","28","20","4","","","","","29","104116071"
"2018","2","A","골목상권","2110583","공덕래미안3차아파트","2","48","4","","","","28","20","4","","","","","29","104116071"
"2018","1","A","골목상권","2110583","공덕래미안3차아파트","2","48","4","","","","28","20","4","","","","","29","104116071"
"2018","4","A","골목상권","2110582","이대역 5번","16","96","24","4","2","","10","98","16","2","","","","64","165525000"
"2018","3","A","골목상권","2110582","이대역 5번","16","96","24","4","2","","10","98","16","2","","","","64","165525000"
"2018","2","A","골목상권","2110582","이대역 5번","16","96","24","4","2","","10","98","16","2","","","","64","165525000"
"2018","1","A","골목상권","2110582","이대역 5번","16","96","24","4","2","","10","98","16","2","","","","64","165525000"
"2018","4","A","골목상권","2110581","염리초등학교","1","60","116","","","","","","12","100","64","","","72","374852273"
"2018","3","A","골목상권","2110581","염리초등학교","1","60","116","","","","","","12","100","64","","","72","374852273"
"2018","2","A","골목상권","2110581","염리초등학교","1","60","116","","","","","","12","100","64","","","72","374852273"
"2018","1","A","골목상권","2110581","염리초등학교","1","60","116","","","","","","12","100","64","","","72","374852273"
"2018","4","A","골목상권","2110580","양원초등학교","6","66","24","","","","12","54","24","","","","","50","146985335"
"2018","3","A","골목상권","2110580","양원초등학교","6","66","24","","","","12","54","24","","","","","50","146985335"
"2018","2","A","골목상권","2110580","양원초등학교","6","66","24","","","","12","54","24","","","","","50","146985335"
"2018","1","A","골목상권","2110580","양원초등학교","6","66","24","","","","12","54","24","","","","","50","146985335"
"2018","4","A","골목상권","2110579","마포역 4번","18","216","72","","","52","90","172","26","","","","52","74","244535913"
"2018","3","A","골목상권","2110579","마포역 4번","18","216","72","","","52","90","172","26","","","","52","74","244535913"
"2018","2","A","골목상권","2110579","마포역 4번","18","216","72","","","52","90","172","26","","","","52","74","244535913"
"2018","1","A","골목상권","2110579","마포역 4번","18","216","72","","","52","90","172","26","","","","52","74","244535913"
"2018","4","A","골목상권","2110578","대흥역 2번","7","90","12","","","","52","38","12","","","","","43","122296627"
"2018","3","A","골목상권","2110578","대흥역 2번","7","90","12","","","","52","38","12","","","","","43","122296627"
"2018","2","A","골목상권","2110578","대흥역 2번","7","90","12","","","","52","38","12","","","","","43","122296627"
"2018","1","A","골목상권","2110578","대흥역 2번","7","90","12","","","","52","38","12","","","","","43","122296627"
"2018","4","A","골목상권","2110577","용강동주민센터","1","68","150","34","","","","","68","166","18","","","82","325293651"
"2018","3","A","골목상권","2110577","용강동주민센터","1","68","150","34","","","","","68","166","18","","","82","325293651"
"2018","2","A","골목상권","2110577","용강동주민센터","1","68","150","34","","","","","68","166","18","","","82","325293651"
"2018","1","A","골목상권","2110577","용강동주민센터","1","68","150","34","","","","","68","166","18","","","82","325293651"
"2018","4","A","골목상권","2110576","대흥역 3번","3","124","130","","","","6","18","102","128","","","","53","189336257"
"2018","3","A","골목상권","2110576","대흥역 3번","3","124","130","","","","6","18","102","128","","","","53","189336257"
"2018","2","A","골목상권","2110576","대흥역 3번","3","124","130","","","","6","18","102","128","","","","53","189336257"
"2018","1","A","골목상권","2110576","대흥역 3번","3","124","130","","","","6","18","102","128","","","","53","189336257"
"2018","4","A","골목상권","2110575","대흥동주민센터","8","135","12","2","","","77","57","15","","","","","40","121324432"
"2018","3","A","골목상권","2110575","대흥동주민센터","8","135","12","2","","","77","57","15","","","","","40","121324432"
"2018","2","A","골목상권","2110575","대흥동주민센터","8","135","12","2","","","77","57","15","","","","","40","121324432"
"2018","1","A","골목상권","2110575","대흥동주민센터","8","135","12","2","","","77","57","15","","","","","40","121324432"
"2018","4","A","골목상권","2110574","서강대학교","4","50","12","","","","26","30","6","","","","","45","124828571"
"2018","3","A","골목상권","2110574","서강대학교","4","50","12","","","","26","30","6","","","","","45","124828571"
"2018","2","A","골목상권","2110574","서강대학교","4","50","12","","","","26","30","6","","","","","45","124828571"
"2018","1","A","골목상권","2110574","서강대학교","4","50","12","","","","26","30","6","","","","","45","124828571"
"2018","4","A","골목상권","2110573","신촌역 6번","3","31","","","","","15","16","","","","","","36","98515873"
"2018","3","A","골목상권","2110573","신촌역 6번","3","31","","","","","15","16","","","","","","36","98515873"
"2018","2","A","골목상권","2110573","신촌역 6번","3","31","","","","","15","16","","","","","","36","98515873"
"2018","1","A","골목상권","2110573","신촌역 6번","3","31","","","","","15","16","","","","","","36","98515873"
"2018","4","A","골목상권","2110572","서강대역 1번","27","539","64","10","","","221","366","18","8","","","","47","124576013"
"2018","3","A","골목상권","2110572","서강대역 1번","27","539","64","10","","","221","366","18","8","","","","47","124576013"
"2018","2","A","골목상권","2110572","서강대역 1번","27","539","64","10","","","221","366","18","8","","","","47","124576013"
"2018","1","A","골목상권","2110572","서강대역 1번","27","539","64","10","","","221","366","18","8","","","","47","124576013"
"2018","4","A","골목상권","2110571","신수동주민센터","26","241","121","2","","","57","206","99","2","","","","52","163056685"
"2018","3","A","골목상권","2110571","신수동주민센터","26","241","121","2","","","57","206","99","2","","","","52","163056685"
"2018","2","A","골목상권","2110571","신수동주민센터","26","241","121","2","","","57","206","99","2","","","","52","163056685"
"2018","1","A","골목상권","2110571","신수동주민센터","26","241","121","2","","","57","206","99","2","","","","52","163056685"
"2018","4","A","골목상권","2110569","홍대땡땡거리","16","204","40","4","4","","128","108","12","4","","","","52","119035169"
"2018","3","A","골목상권","2110569","홍대땡땡거리","16","204","40","4","4","","128","108","12","4","","","","52","119035169"
"2018","2","A","골목상권","2110569","홍대땡땡거리","16","204","40","4","4","","128","108","12","4","","","","52","119035169"
"2018","1","A","골목상권","2110569","홍대땡땡거리","16","204","40","4","4","","128","108","12","4","","","","52","119035169"
"2018","4","A","골목상권","2110568","광흥창역 1번","2","64","98","","","","4","6","2","52","98","","","58","256021053"
"2018","3","A","골목상권","2110568","광흥창역 1번","2","64","98","","","","4","6","2","52","98","","","58","256021053"
"2018","2","A","골목상권","2110568","광흥창역 1번","2","64","98","","","","4","6","2","52","98","","","58","256021053"
"2018","1","A","골목상권","2110568","광흥창역 1번","2","64","98","","","","4","6","2","52","98","","","58","256021053"
"2018","4","A","골목상권","2110567","광흥창역 6번","2","40","","","","","36","4","","","","","","29","67714286"
"2018","3","A","골목상권","2110567","광흥창역 6번","2","40","","","","","36","4","","","","","","29","67714286"
"2018","2","A","골목상권","2110567","광흥창역 6번","2","40","","","","","36","4","","","","","","29","67714286"
"2018","1","A","골목상권","2110567","광흥창역 6번","2","40","","","","","36","4","","","","","","29","67714286"
"2018","4","A","골목상권","2110566","경의선책거리","29","375","114","57","18","","173","236","64","91","","","","51","132921802"
"2018","3","A","골목상권","2110566","경의선책거리","29","375","114","57","18","","173","236","64","91","","","","51","132921802"
"2018","2","A","골목상권","2110566","경의선책거리","29","375","114","57","18","","173","236","64","91","","","","51","132921802"
"2018","1","A","골목상권","2110566","경의선책거리","29","375","114","57","18","","173","236","64","91","","","","51","132921802"
"2018","4","A","골목상권","2110565","홍익대","41","696","130","10","2","","483","315","38","2","","","","48","105771995"
"2018","3","A","골목상권","2110565","홍익대","41","696","130","10","2","","483","315","38","2","","","","48","105771995"
"2018","2","A","골목상권","2110565","홍익대","41","696","130","10","2","","483","315","38","2","","","","48","105771995"
"2018","1","A","골목상권","2110565","홍익대","41","696","130","10","2","","483","315","38","2","","","","48","105771995"
"2018","4","A","골목상권","2110564","홍대입구역 3번","12","158","22","2","","","82","96","4","","","","","44","106773363"
"2018","3","A","골목상권","2110564","홍대입구역 3번","12","158","22","2","","","82","96","4","","","","","44","106773363"
"2018","2","A","골목상권","2110564","홍대입구역 3번","12","158","22","2","","","82","96","4","","","","","44","106773363"
"2018","1","A","골목상권","2110564","홍대입구역 3번","12","158","22","2","","","82","96","4","","","","","44","106773363"
"2018","4","A","골목상권","2110563","상수역 3번","18","262","22","2","2","20","164","108","14","","2","","20","54","150178885"
"2018","3","A","골목상권","2110563","상수역 3번","18","262","22","2","2","20","164","108","14","","2","","20","54","150178885"
"2018","2","A","골목상권","2110563","상수역 3번","18","262","22","2","2","20","164","108","14","","2","","20","54","150178885"
"2018","1","A","골목상권","2110563","상수역 3번","18","262","22","2","2","20","164","108","14","","2","","20","54","150178885"
"2018","4","A","골목상권","2110562","연트럴파크(연남동주민센터)","55","722","414","99","30","","357","355","164","162","202","25","","50","151811904"
"2018","3","A","골목상권","2110562","연트럴파크(연남동주민센터)","55","722","414","99","30","","357","355","164","162","202","25","","50","151811904"
"2018","2","A","골목상권","2110562","연트럴파크(연남동주민센터)","55","722","414","99","30","","357","355","164","162","202","25","","50","151811904"
"2018","1","A","골목상권","2110562","연트럴파크(연남동주민센터)","55","722","414","99","30","","357","355","164","162","202","25","","50","151811904"
"2018","4","A","골목상권","2110561","상수역 4번","71","710","137","2","","1","114","506","187","42","1","","","44","173669312"
"2018","3","A","골목상권","2110561","상수역 4번","71","710","137","2","","1","114","506","187","42","1","","","44","173669312"
"2018","2","A","골목상권","2110561","상수역 4번","71","710","137","2","","1","114","506","187","42","1","","","44","173669312"
"2018","1","A","골목상권","2110561","상수역 4번","71","710","137","2","","1","114","506","187","42","1","","","44","173669312"
"2018","4","A","골목상권","2110560","마포FM","30","403","103","4","","","193","248","65","4","","","","50","136522335"
"2018","3","A","골목상권","2110560","마포FM","30","403","103","4","","","193","248","65","4","","","","50","136522335"
"2018","2","A","골목상권","2110560","마포FM","30","403","103","4","","","193","248","65","4","","","","50","136522335"
"2018","1","A","골목상권","2110560","마포FM","30","403","103","4","","","193","248","65","4","","","","50","136522335"
"2018","4","A","골목상권","2110559","성산중학교","71","708","455","2","","1","132","540","313","172","8","1","","52","171295622"
"2018","3","A","골목상권","2110559","성산중학교","71","708","455","2","","1","132","540","313","172","8","1","","52","171295622"
"2018","2","A","골목상권","2110559","성산중학교","71","708","455","2","","1","132","540","313","172","8","1","","52","171295622"
"2018","1","A","골목상권","2110559","성산중학교","71","708","455","2","","1","132","540","313","172","8","1","","52","171295622"
"2018","4","A","골목상권","2110558","경성고등학교","175","1979","870","98","60","10","1077","1470","384","84","","","2","57","136366140"
"2018","3","A","골목상권","2110558","경성고등학교","175","1979","870","98","60","10","1077","1470","384","84","","","2","57","136366140"
"2018","2","A","골목상권","2110558","경성고등학교","175","1979","870","98","60","10","1077","1470","384","84","","","2","57","136366140"
"2018","1","A","골목상권","2110558","경성고등학교","175","1979","870","98","60","10","1077","1470","384","84","","","2","57","136366140"
"2018","4","A","골목상권","2110557","홍대부속여중고앞","64","1250","454","42","4","","258","932","424","136","","","","56","149261205"
"2018","3","A","골목상권","2110557","홍대부속여중고앞","64","1250","454","42","4","","258","932","424","136","","","","56","149261205"
"2018","2","A","골목상권","2110557","홍대부속여중고앞","64","1250","454","42","4","","258","932","424","136","","","","56","149261205"
"2018","1","A","골목상권","2110557","홍대부속여중고앞","64","1250","454","42","4","","258","932","424","136","","","","56","149261205"
"2018","4","A","골목상권","2110556","절두산순교성지","28","291","76","47","15","1","63","216","40","82","15","13","1","51","168661262"
"2018","3","A","골목상권","2110556","절두산순교성지","28","291","76","47","15","1","63","216","40","82","15","13","1","51","168661262"
"2018","2","A","골목상권","2110556","절두산순교성지","28","291","76","47","15","1","63","216","40","82","15","13","1","51","168661262"
"2018","1","A","골목상권","2110556","절두산순교성지","28","291","76","47","15","1","63","216","40","82","15","13","1","51","168661262"
"2018","4","A","골목상권","2110555","홍익지구대","9","80","22","6","","","34","42","30","2","","","","52","152771914"
"2018","3","A","골목상권","2110555","홍익지구대","9","80","22","6","","","34","42","30","2","","","","52","152771914"
"2018","2","A","골목상권","2110555","홍익지구대","9","80","22","6","","","34","42","30","2","","","","52","152771914"
"2018","1","A","골목상권","2110555","홍익지구대","9","80","22","6","","","34","42","30","2","","","","52","152771914"
"2018","4","A","골목상권","2110554","망원역 1번","92","1225","380","22","2","12","440","885","292","12","","8","4","56","162813574"
"2018","3","A","골목상권","2110554","망원역 1번","92","1225","380","22","2","12","440","885","292","12","","8","4","56","162813574"
"2018","2","A","골목상권","2110554","망원역 1번","92","1225","380","22","2","12","440","885","292","12","","8","4","56","162813574"
"2018","1","A","골목상권","2110554","망원역 1번","92","1225","380","22","2","12","440","885","292","12","","8","4","56","162813574"
"2018","4","A","골목상권","2110553","가좌역 2번","52","632","234","12","","","334","450","94","","","","","52","118900060"
"2018","3","A","골목상권","2110553","가좌역 2번","52","632","234","12","","","334","450","94","","","","","52","118900060"
"2018","2","A","골목상권","2110553","가좌역 2번","52","632","234","12","","","334","450","94","","","","","52","118900060"
"2018","1","A","골목상권","2110553","가좌역 2번","52","632","234","12","","","334","450","94","","","","","52","118900060"
"2018","4","A","골목상권","2110552","성미산체육관","64","857","382","14","","2","381","584","286","2","2","","","57","131186282"
"2018","3","A","골목상권","2110552","성미산체육관","64","857","382","14","","2","381","584","286","2","2","","","57","131186282"
"2018","2","A","골목상권","2110552","성미산체육관","64","857","382","14","","2","381","584","286","2","2","","","57","131186282"
"2018","1","A","골목상권","2110552","성미산체육관","64","857","382","14","","2","381","584","286","2","2","","","57","131186282"
"2018","4","A","골목상권","2110551","성서초등학교","90","971","578","61","44","8","290","930","343","97","2","","","62","150219796"
"2018","3","A","골목상권","2110551","성서초등학교","90","971","578","61","44","8","290","930","343","97","2","","","62","150219796"
"2018","2","A","골목상권","2110551","성서초등학교","90","971","578","61","44","8","290","930","343","97","2","","","62","150219796"
"2018","1","A","골목상권","2110551","성서초등학교","90","971","578","61","44","8","290","930","343","97","2","","","62","150219796"
"2018","4","A","골목상권","2110550","합정역 8번","154","2301","481","83","2","","608","1486","593","177","3","","","50","168532378"
"2018","3","A","골목상권","2110550","합정역 8번","154","2301","481","83","2","","608","1486","593","177","3","","","50","168532378"
"2018","2","A","골목상권","2110550","합정역 8번","154","2301","481","83","2","","608","1486","593","177","3","","","50","168532378"
"2018","1","A","골목상권","2110550","합정역 8번","154","2301","481","83","2","","608","1486","593","177","3","","","50","168532378"
"2018","4","A","골목상권","2110549","새터산","60","786","165","2","2","","412","524","16","3","","","","52","112462070"
"2018","3","A","골목상권","2110549","새터산","60","786","165","2","2","","412","524","16","3","","","","52","112462070"
"2018","2","A","골목상권","2110549","새터산","60","786","165","2","2","","412","524","16","3","","","","52","112462070"
"2018","1","A","골목상권","2110549","새터산","60","786","165","2","2","","412","524","16","3","","","","52","112462070"
"2018","4","A","골목상권","2110548","마포구청역 4번","59","711","247","6","","","325","500","139","","","","","50","125561157"
"2018","3","A","골목상권","2110548","마포구청역 4번","59","711","247","6","","","325","500","139","","","","","50","125561157"
"2018","2","A","골목상권","2110548","마포구청역 4번","59","711","247","6","","","325","500","139","","","","","50","125561157"
"2018","1","A","골목상권","2110548","마포구청역 4번","59","711","247","6","","","325","500","139","","","","","50","125561157"
"2018","4","A","골목상권","2110547","KB국민은행 망원동지점","40","470","146","8","","","193","295","77","59","","","","48","124209359"
"2018","3","A","골목상권","2110547","KB국민은행 망원동지점","40","470","146","8","","","193","295","77","59","","","","48","124209359"
"2018","2","A","골목상권","2110547","KB국민은행 망원동지점","40","470","146","8","","","193","295","77","59","","","","48","124209359"
"2018","1","A","골목상권","2110547","KB국민은행 망원동지점","40","470","146","8","","","193","295","77","59","","","","48","124209359"
"2018","4","A","골목상권","2110546","양화대교북단","85","1158","244","14","","2","272","783","237","116","","","10","47","164728156"
"2018","3","A","골목상권","2110546","양화대교북단","85","1158","244","14","","2","272","783","237","116","","","10","47","164728156"
"2018","2","A","골목상권","2110546","양화대교북단","85","1158","244","14","","2","272","783","237","116","","","10","47","164728156"
"2018","1","A","골목상권","2110546","양화대교북단","85","1158","244","14","","2","272","783","237","116","","","10","47","164728156"
"2018","4","A","골목상권","2110545","마포구청역 1번","20","315","273","2","4","","120","158","314","2","","","","51","133308819"
"2018","3","A","골목상권","2110545","마포구청역 1번","20","315","273","2","4","","120","158","314","2","","","","51","133308819"
"2018","2","A","골목상권","2110545","마포구청역 1번","20","315","273","2","4","","120","158","314","2","","","","51","133308819"
"2018","1","A","골목상권","2110545","마포구청역 1번","20","315","273","2","4","","120","158","314","2","","","","51","133308819"
"2018","4","A","골목상권","2110544","망리단길","278","3507","1040","147","4","2","764","2752","650","412","122","","","50","155664628"
